FTHG,FTAG,HST,AST,B365H,B365D,B365A,FTR
0,2,7.0,3.0,2.05,3.4,3.5,A
1,0,5.0,4.0,1.7,3.5,5.25,H
2,2,4.0,4.0,2.38,3.1,3.1,D
3,1,5.0,5.0,2.0,3.3,3.8,H
1,3,8.0,5.0,2.8,3.5,2.38,A
1,0,2.0,5.0,2.55,3.1,2.88,H
1,1,3.0,2.0,2.2,3.4,3.2,D
2,1,6.0,4.0,2.75,3.4,2.45,H
1,2,6.0,3.0,2.3,3.3,3.1,A
2,0,6.0,3.0,2.75,3.2,2.55,H
3,3,6.0,4.0,2.05,3.4,3.6,D
1,3,7.0,7.0,2.4,3.3,2.88,A
5,0,11.0,2.0,1.65,3.75,5.25,H
3,0,5.0,2.0,1.91,3.6,3.8,H
3,0,4.0,2.0,2.45,3.2,2.9,H
1,2,4.0,2.0,2.63,3.3,2.6,A
3,0,8.0,0.0,1.83,3.5,4.33,H
1,2,4.0,5.0,1.73,3.6,4.75,A
0,2,9.0,6.0,2.5,3.2,2.8,A
0,2,2.0,3.0,2.2,3.4,3.2,A
2,0,2.0,2.0,1.75,3.6,4.75,H
3,1,7.0,7.0,1.73,3.6,4.75,H
0,0,4.0,3.0,2.1,3.6,3.2,D
1,1,2.0,1.0,1.83,3.5,4.33,D
0,2,3.0,11.0,2.38,3.2,3.0,A
2,0,3.0,1.0,2.15,3.3,3.4,H
2,2,4.0,3.0,3.3,3.25,2.2,D
2,1,4.0,5.0,2.1,3.5,3.25,H
3,5,4.0,14.0,3.5,3.5,2.05,A
0,2,5.0,6.0,3.6,3.5,2.0,A
3,4,3.0,5.0,2.3,3.4,3.0,A
1,0,4.0,1.0,1.7,3.75,4.75,H
3,0,8.0,1.0,1.55,4.0,6.0,H
1,0,2.0,5.0,2.39,3.29,2.89,H
2,1,4.0,3.0,1.57,4.0,5.5,H
3,1,11.0,1.0,1.7,3.5,5.25,H
1,0,4.0,5.0,2.1,3.25,3.5,H
0,1,3.0,5.0,2.62,3.2,2.7,A
2,1,5.0,2.0,1.95,3.5,3.79,H
1,1,3.0,3.0,2.29,3.2,3.1,D
1,3,2.0,8.0,3.6,3.39,2.04,A
1,1,6.0,4.0,1.9,3.29,4.2,D
1,1,5.0,7.0,3.6,3.5,2.0,D
2,1,5.0,3.0,2.5,3.2,2.87,H
3,1,8.0,3.0,2.0,3.29,3.75,H
1,1,4.0,7.0,2.04,3.5,3.39,D
1,1,3.0,3.0,2.87,3.39,2.37,D
1,0,5.0,5.0,3.0,3.39,2.29,H
0,0,5.0,3.0,2.45,3.25,2.87,D
0,0,2.0,1.0,3.0,3.25,2.35,D
0,1,7.0,1.0,2.2,3.25,3.25,A
2,2,5.0,3.0,1.9,3.6,3.79,D
3,2,5.0,3.0,2.37,3.39,2.87,H
1,0,3.0,2.0,1.85,3.6,4.0,H
1,1,6.0,7.0,2.2,3.2,3.39,D
2,2,4.0,4.0,1.6,3.75,5.75,D
3,0,9.0,6.0,1.61,4.0,5.0,H
1,2,4.0,6.0,3.0,3.25,2.35,A
2,2,6.0,5.0,2.54,3.29,2.7,D
1,2,1.0,3.0,2.45,3.25,2.89,A
1,1,3.0,3.0,1.95,3.5,3.75,D
4,3,11.0,9.0,3.25,3.29,2.2,H
2,2,6.0,4.0,3.25,3.6,2.1,D
3,0,9.0,2.0,2.04,3.29,3.6,H
1,0,5.0,3.0,1.75,3.6,4.75,H
2,2,5.0,2.0,1.9,3.6,3.79,D
1,2,6.0,4.0,1.9,3.39,4.0,A
1,2,7.0,3.0,2.29,3.25,3.1,A
3,3,6.0,7.0,1.5,4.09,6.5,D
2,3,7.0,6.0,2.29,3.39,3.0,A
0,0,0.0,7.0,2.04,3.5,3.39,D
4,0,6.0,5.0,2.29,3.39,3.0,H
1,1,7.0,4.0,2.6,3.25,2.7,D
4,0,8.0,4.0,2.54,3.39,2.62,H
0,2,2.0,5.0,2.5,3.29,2.75,A
1,3,4.0,6.0,1.9,3.6,3.79,A
5,0,7.0,2.0,2.62,3.2,2.75,H
3,2,6.0,5.0,2.0,3.39,3.75,H
2,0,6.0,5.0,2.1,3.5,3.29,H
2,2,8.0,9.0,1.7,3.6,5.0,D
1,0,9.0,2.0,2.0,3.29,3.79,H
2,1,9.0,2.0,2.62,3.39,2.54,H
0,1,3.0,5.0,2.2,3.5,3.1,A
4,0,8.0,1.0,2.0,3.29,3.79,H
0,2,3.0,3.0,1.57,3.79,6.0,A
0,0,2.0,3.0,3.39,3.39,2.1,D
1,0,5.0,3.0,2.37,3.25,3.0,H
1,0,8.0,4.0,2.29,3.39,3.0,H
0,1,5.0,5.0,2.29,3.39,3.0,A
0,1,2.0,2.0,1.85,3.6,4.0,A
1,1,2.0,5.0,5.0,3.6,1.7,D
3,1,6.0,6.0,2.25,3.25,3.2,H
2,2,3.0,5.0,2.25,3.25,3.2,D
0,2,4.0,7.0,2.25,3.39,3.1,A
0,1,6.0,3.0,2.37,3.25,3.0,A
1,2,4.0,3.0,3.1,3.5,2.2,A
1,1,1.0,3.0,2.45,3.29,2.79,D
1,1,1.0,6.0,3.39,3.5,2.04,D
3,2,6.0,6.0,2.29,3.29,3.1,H
2,0,5.0,2.0,2.25,3.39,3.1,H
1,1,1.0,7.0,2.2,3.29,3.29,D
3,1,5.0,5.0,3.39,3.2,2.2,H
2,1,7.0,4.0,2.2,3.39,3.2,H
0,2,4.0,6.0,2.25,3.39,3.1,A
2,2,5.0,8.0,1.95,3.6,3.6,D
0,0,3.0,4.0,1.53,3.79,6.5,D
2,2,6.0,4.0,1.75,3.75,4.5,D
0,0,7.0,0.0,2.04,3.29,3.6,D
2,1,6.0,4.0,1.85,3.5,4.2,H
2,0,3.0,4.0,2.37,3.1,3.1,H
1,3,7.0,7.0,2.14,3.25,3.39,A
3,2,5.0,5.0,3.6,3.5,2.0,H
0,1,3.0,5.0,2.14,3.5,3.2,A
3,3,5.0,3.0,2.14,3.29,3.39,D
0,0,5.0,2.0,3.6,3.5,2.0,D
1,3,2.0,9.0,3.39,3.1,2.25,A
1,3,6.0,3.0,2.7,3.2,2.6,A
1,0,3.0,2.0,2.37,3.29,2.89,H
0,1,8.0,2.0,2.0,3.29,3.79,A
0,1,3.0,5.0,2.29,3.25,3.1,A
1,0,2.0,4.0,2.04,3.25,3.39,H
4,1,7.0,1.0,1.57,3.89,6.0,H
3,1,6.0,4.0,2.29,3.39,3.0,H
1,1,3.0,7.0,1.66,3.79,5.0,D
3,0,10.0,1.0,1.61,3.6,6.0,H
1,2,7.0,3.0,1.83,3.5,4.33,A
1,2,5.0,5.0,2.39,3.39,2.79,A
2,0,5.0,1.0,2.2,3.39,3.2,H
1,1,3.0,5.0,2.5,3.39,2.7,D
2,1,4.0,2.0,2.14,3.39,3.29,H
3,1,6.0,4.0,3.5,3.6,2.0,H
2,2,6.0,5.0,2.25,3.29,3.2,D
2,0,10.0,3.0,2.0,3.39,3.75,H
3,1,7.0,1.0,2.14,3.39,3.25,H
0,0,3.0,5.0,4.33,3.39,1.85,D
1,0,7.0,5.0,2.5,3.2,2.79,H
0,0,1.0,2.0,2.2,3.25,3.29,D
0,0,6.0,4.0,2.75,3.25,2.54,D
1,0,2.0,7.0,2.45,3.25,2.87,H
0,1,1.0,5.0,2.5,3.0,3.0,A
2,0,4.0,6.0,1.95,3.5,3.75,H
1,1,7.0,4.0,1.8,3.6,4.33,D
2,2,6.0,7.0,1.57,3.79,6.0,D
0,1,3.0,3.0,1.61,3.75,5.5,A
1,0,8.0,6.0,2.54,3.39,2.62,H
1,0,1.0,5.0,2.2,3.6,3.0,H
3,1,5.0,3.0,2.0,3.6,3.5,H
1,2,7.0,3.0,2.37,3.39,2.89,A
2,3,5.0,6.0,2.1,3.5,3.29,A
4,3,7.0,5.0,2.1,3.39,3.39,H
2,1,4.0,2.0,3.2,3.39,2.2,H
2,1,7.0,2.0,2.14,3.2,3.5,H
2,1,4.0,5.0,2.6,3.25,2.7,H
2,1,2.0,4.0,1.83,3.75,4.0,H
0,0,1.0,1.0,2.45,3.25,2.87,D
1,1,2.0,6.0,2.37,3.25,3.0,D
3,2,3.0,7.0,2.89,3.29,2.39,H
0,2,3.0,5.0,1.85,3.6,4.0,A
4,3,7.0,6.0,3.39,3.25,2.14,H
5,0,5.0,1.0,1.72,3.6,4.75,H
0,2,2.0,5.0,1.75,3.75,4.5,A
1,1,5.0,3.0,2.0,3.39,3.75,D
2,1,9.0,4.0,2.39,3.29,2.87,H
2,1,8.0,1.0,2.1,3.29,3.5,H
2,2,4.0,6.0,2.45,3.29,2.79,D
0,1,4.0,4.0,1.72,3.6,4.75,A
1,0,3.0,3.0,2.29,3.29,3.1,H
3,2,3.0,4.0,1.9,3.5,3.89,H
1,1,4.0,3.0,3.2,3.2,2.25,D
1,1,2.0,2.0,3.39,3.29,2.14,D
2,1,6.0,1.0,2.0,3.29,3.75,H
0,0,6.0,2.0,2.39,3.1,3.1,D
1,2,4.0,4.0,2.39,3.1,3.1,A
2,1,4.0,2.0,2.1,3.29,3.5,H
0,0,4.0,6.0,1.61,3.75,5.5,D
4,2,9.0,3.0,2.1,3.5,3.29,H
2,1,5.0,2.0,1.55,4.33,5.25,H
1,1,4.0,5.0,2.37,3.2,3.0,D
2,3,5.0,6.0,2.6,3.0,2.89,A
2,2,4.0,5.0,1.9,3.6,3.79,D
3,2,6.0,5.0,2.0,3.5,3.6,H
4,2,8.0,3.0,1.83,3.6,4.2,H
1,1,3.0,3.0,1.75,3.75,4.33,D
2,1,6.0,4.0,2.45,3.39,2.75,H
1,1,1.0,5.0,2.37,3.39,2.87,D
1,4,4.0,10.0,2.0,3.39,3.75,A
1,2,2.0,5.0,3.5,3.39,2.04,A
1,1,6.0,5.0,2.87,3.29,2.45,D
2,0,7.0,1.0,2.1,3.39,3.39,H
2,1,2.0,2.0,2.75,3.39,2.45,H
1,3,3.0,6.0,1.8,3.6,4.33,A
1,1,3.0,6.0,2.14,3.29,3.39,D
1,0,2.0,7.0,2.54,3.39,2.62,H
1,2,5.0,4.0,2.37,3.5,2.79,A
0,0,3.0,1.0,2.1,3.25,3.6,D
2,1,3.0,2.0,2.45,3.2,2.89,H
0,0,4.0,2.0,1.53,3.79,6.5,D
3,2,6.0,7.0,1.75,3.75,4.5,H
0,0,3.0,0.0,1.95,3.5,3.79,D
1,1,4.0,4.0,2.39,3.2,3.0,D
2,2,2.0,5.0,1.64,3.79,5.0,D
1,1,5.0,6.0,2.5,3.39,2.7,D
3,2,5.0,2.0,1.64,3.79,5.0,H
1,2,4.0,7.0,2.5,3.39,2.7,A
2,0,4.0,3.0,2.0,3.29,3.75,H
0,4,5.0,4.0,2.7,3.25,2.6,A
0,2,11.0,4.0,2.39,3.2,3.0,A
0,1,5.0,2.0,2.45,3.25,2.87,A
1,1,8.0,3.0,2.29,3.1,3.2,D
3,1,3.0,7.0,2.79,3.29,2.45,H
1,1,4.0,6.0,1.95,3.5,3.79,D
0,0,5.0,3.0,2.39,3.39,2.87,D
1,1,4.0,4.0,3.1,3.25,2.29,D
3,1,6.0,5.0,2.04,3.39,3.5,H
1,1,4.0,2.0,2.1,3.1,3.75,D
1,1,5.0,2.0,1.72,3.79,4.5,D
1,3,2.0,5.0,2.25,3.25,3.25,A
3,0,7.0,3.0,2.89,3.25,2.39,H
0,1,1.0,6.0,2.7,3.25,2.6,A
1,3,5.0,6.0,2.1,3.5,3.25,A
3,2,9.0,8.0,1.7,3.6,4.75,H
2,1,4.0,4.0,1.66,3.75,5.0,H
3,1,3.0,5.0,2.29,3.25,3.1,H
1,2,2.0,5.0,2.5,3.25,2.79,A
3,0,5.0,3.0,2.1,3.29,3.5,H
4,1,7.0,1.0,2.29,3.39,3.0,H
2,0,3.0,1.0,2.45,3.2,2.89,H
1,5,4.0,5.0,2.29,3.29,3.1,A
2,0,10.0,1.0,1.75,3.5,4.75,H
0,2,5.0,5.0,2.54,3.25,2.75,A
0,0,2.0,1.0,2.54,3.25,2.75,D
1,1,5.0,4.0,3.0,3.25,2.35,D
2,2,4.0,6.0,1.75,3.5,4.75,D
1,0,3.0,7.0,2.89,3.6,2.25,H
0,3,4.0,5.0,2.6,3.39,2.6,A
0,2,3.0,8.0,3.5,3.29,2.1,A
1,0,5.0,1.0,2.1,3.5,3.29,H
3,1,7.0,1.0,2.25,3.29,3.2,H
0,0,6.0,1.0,2.1,3.5,3.29,D
1,1,3.0,5.0,1.95,3.5,3.75,D
1,0,3.0,3.0,1.95,3.5,3.75,H
0,1,4.0,4.0,1.83,3.75,4.0,A
2,0,4.0,3.0,2.29,3.29,3.1,H
1,1,4.0,4.0,2.45,3.25,2.87,D
6,2,8.0,7.0,3.0,3.39,2.29,H
1,3,4.0,4.0,1.53,4.2,5.75,A
2,3,4.0,6.0,1.95,3.5,3.79,A
5,3,14.0,6.0,2.38,3.75,2.7,H
2,2,4.0,9.0,2.1,3.6,3.3,D
1,2,3.0,5.0,3.1,3.5,2.25,A
2,3,7.0,8.0,2.8,3.75,2.3,A
1,1,1.0,3.0,2.88,3.75,2.25,D
1,0,2.0,4.0,2.3,3.6,2.88,H
0,1,2.0,4.0,2.55,3.8,2.5,A
5,0,11.0,0.0,2.45,3.6,2.75,H
2,0,4.0,7.0,2.5,3.25,2.88,H
0,1,8.0,5.0,1.57,4.33,5.25,A
1,1,5.0,5.0,1.6,4.2,5.25,D
1,2,4.0,5.0,2.15,3.5,3.25,A
2,1,4.0,2.0,2.38,3.8,2.7,H
0,0,5.0,3.0,1.91,3.75,3.75,D
3,0,8.0,4.0,1.65,4.2,4.75,H
2,2,4.0,7.0,2.8,4.0,2.2,D
2,1,5.0,4.0,1.75,4.0,4.33,H
2,2,3.0,6.0,2.3,3.6,2.88,D
3,2,8.0,9.0,2.25,3.5,3.1,H
1,0,4.0,7.0,3.1,3.5,2.25,H
1,2,6.0,6.0,2.2,3.5,3.2,A
0,0,2.0,1.0,2.6,3.3,2.7,D
1,2,2.0,2.0,2.63,3.3,2.7,A
3,0,7.0,2.0,1.83,3.9,4.0,H
1,0,6.0,3.0,3.75,3.6,1.95,H
2,4,8.0,10.0,2.45,3.5,2.8,A
2,3,3.0,7.0,2.5,3.4,2.8,A
1,2,5.0,3.0,2.2,3.75,3.1,A
0,2,4.0,5.0,1.85,4.0,3.5,A
0,5,4.0,8.0,2.8,3.6,2.3,A
2,1,5.0,3.0,2.05,3.5,3.4,H
5,0,7.0,6.0,2.4,3.5,2.75,H
0,1,5.0,4.0,3.25,4.0,2.0,A
2,0,9.0,0.0,1.73,4.0,4.33,H
2,1,4.0,2.0,2.0,3.6,3.5,H
0,0,12.0,2.0,1.91,3.75,3.75,D
1,1,1.0,5.0,4.0,3.6,1.91,D
3,1,5.0,8.0,2.2,3.6,3.0,H
2,1,6.0,2.0,2.3,4.0,2.7,H
6,4,12.0,7.0,2.3,3.8,2.8,H
1,1,3.0,5.0,3.3,3.6,2.1,D
3,1,4.0,4.0,2.1,3.6,3.25,H
1,3,5.0,5.0,1.91,4.0,3.6,A
2,0,11.0,3.0,1.45,4.75,6.5,H
0,1,4.0,2.0,2.4,3.75,2.7,A
1,1,4.0,2.0,2.63,3.6,2.55,D
2,1,7.0,5.0,1.73,4.0,4.33,H
2,1,7.0,6.0,4.2,4.2,1.75,H
1,3,4.0,5.0,3.3,3.4,2.2,A
1,1,6.0,7.0,2.0,3.75,3.5,D
4,3,9.0,6.0,2.1,3.75,3.2,H
7,0,15.0,3.0,1.8,3.8,4.33,H
3,0,8.0,4.0,1.6,4.33,5.25,H
5,1,7.0,4.0,1.85,3.8,4.0,H
1,1,3.0,4.0,2.15,4.0,3.0,D
2,1,9.0,3.0,4.5,4.5,1.62,H
2,2,5.0,5.0,2.88,3.5,2.4,D
4,3,6.0,5.0,2.3,3.6,2.9,H
0,2,3.0,5.0,2.63,3.6,2.55,A
3,1,8.0,3.0,1.8,3.8,4.33,H
1,1,5.0,2.0,1.85,3.8,4.0,D
2,3,5.0,7.0,2.7,3.6,2.45,A
3,1,11.0,2.0,2.0,3.5,3.75,H
1,0,4.0,2.0,2.1,4.0,3.2,H
3,1,6.0,2.0,2.2,4.0,2.9,H
2,0,5.0,3.0,1.7,4.2,4.5,H
1,0,6.0,0.0,2.0,3.75,3.5,H
0,2,4.0,5.0,2.05,3.8,3.2,A
1,2,3.0,5.0,2.7,3.75,2.4,A
1,1,4.0,5.0,2.55,3.75,2.6,D
1,0,6.0,1.0,2.6,3.75,2.5,H
2,2,4.0,13.0,2.75,3.6,2.45,D
1,1,4.0,3.0,1.57,4.33,5.25,D
3,1,11.0,4.0,2.3,3.5,2.9,H
1,0,4.0,2.0,1.8,4.0,4.2,H
1,1,5.0,2.0,2.25,3.6,2.9,D
1,1,2.0,5.0,4.5,4.33,1.67,D
5,1,7.0,3.0,1.57,4.2,5.75,H
1,3,4.0,6.0,3.1,3.6,2.2,A
1,1,7.0,4.0,2.1,3.8,3.2,D
1,2,6.0,4.0,2.3,3.8,2.8,A
3,0,7.0,4.0,1.91,3.8,3.75,H
2,1,4.0,8.0,2.15,3.75,3.1,H
2,0,4.0,3.0,1.67,4.33,4.5,H
0,2,5.0,5.0,2.25,3.6,3.0,A
2,2,3.0,3.0,3.3,3.8,2.05,D
4,3,5.0,8.0,1.85,4.0,3.8,H
1,3,9.0,5.0,2.7,3.6,2.45,A
3,0,5.0,3.0,2.3,3.75,2.8,H
3,1,7.0,6.0,2.8,3.6,2.38,H
1,4,5.0,6.0,3.75,4.2,1.83,A
4,0,6.0,2.0,1.75,4.2,4.2,H
3,1,5.0,6.0,2.2,3.75,3.1,H
3,2,6.0,3.0,2.3,3.75,2.8,H
2,1,9.0,3.0,1.65,4.2,4.75,H
3,3,5.0,9.0,3.0,3.8,2.2,D
0,2,1.0,5.0,2.05,3.8,3.25,A
1,2,5.0,4.0,2.1,3.75,3.2,A
1,0,6.0,4.0,2.3,3.5,3.0,H
0,2,2.0,4.0,3.3,3.8,2.0,A
1,3,7.0,5.0,1.55,4.5,5.25,A
0,2,2.0,6.0,2.15,3.6,3.25,A
1,2,4.0,4.0,2.25,3.6,3.0,A
1,1,4.0,9.0,2.88,3.6,2.38,D
2,0,7.0,4.0,1.57,4.75,4.75,H
2,0,6.0,0.0,1.57,4.0,5.75,H
0,0,2.0,2.0,3.0,3.6,2.25,D
0,3,7.0,5.0,2.1,3.6,3.3,A
1,2,3.0,5.0,2.05,4.0,3.25,A
0,0,2.0,0.0,1.62,4.0,5.25,D
3,2,8.0,3.0,2.25,3.5,3.1,H
4,2,8.0,7.0,3.25,4.0,2.0,H
1,3,9.0,8.0,2.05,3.8,3.3,A
2,2,3.0,4.0,1.91,4.0,3.6,D
1,0,4.0,3.0,2.25,3.5,3.1,H
1,2,8.0,5.0,1.8,4.0,4.2,A
2,1,6.0,1.0,2.9,3.75,2.3,H
2,1,5.0,3.0,1.3,6.0,9.0,H
2,2,6.0,4.0,2.2,3.4,3.25,D
4,1,9.0,4.0,2.45,3.5,2.7,H
2,3,4.0,9.0,4.75,3.8,1.67,A
0,2,3.0,6.0,3.1,3.5,2.25,A
5,3,9.0,7.0,1.91,3.6,4.0,H
2,0,7.0,6.0,1.73,3.8,4.75,H
0,3,5.0,6.0,2.2,3.75,3.0,A
4,1,8.0,3.0,2.3,3.4,3.1,H
4,0,5.0,2.0,1.53,4.33,5.75,H
2,2,5.0,3.0,1.83,4.0,4.0,D
0,1,6.0,1.0,3.75,3.6,1.95,A
3,2,9.0,4.0,1.8,4.0,4.2,H
0,5,1.0,7.0,2.8,3.5,2.4,A
4,1,11.0,5.0,2.0,3.75,3.5,H
5,1,6.0,5.0,1.91,4.0,3.5,H
2,2,7.0,7.0,1.73,4.0,4.5,D
1,0,6.0,1.0,2.38,3.5,2.9,H
2,2,7.0,7.0,2.05,3.6,3.4,D
1,3,2.0,8.0,1.91,3.75,3.6,A
1,1,6.0,8.0,1.91,3.75,3.75,D
1,2,6.0,4.0,1.62,4.33,5.0,A
1,2,4.0,5.0,2.4,3.75,2.8,A
1,1,3.0,4.0,6.5,4.2,1.5,D
0,1,3.0,3.0,1.95,3.75,3.6,A
0,1,2.0,6.0,1.91,3.75,3.75,A
0,2,0.0,3.0,2.75,3.75,2.38,A
3,0,11.0,1.0,1.62,4.2,5.0,H
2,2,8.0,8.0,2.15,3.75,3.1,D
0,0,6.0,2.0,1.44,4.75,6.5,D
2,3,6.0,5.0,2.4,3.75,2.7,A
0,2,2.0,4.0,3.2,3.8,2.1,A
3,0,6.0,1.0,2.25,3.6,3.0,H
2,1,6.0,0.0,2.88,3.4,2.5,H
3,2,7.0,5.0,2.15,3.8,3.1,H
1,1,5.0,2.0,1.33,5.25,9.0,D
1,2,9.0,5.0,1.73,3.8,4.75,A
2,1,4.0,4.0,1.57,4.33,5.5,H
2,2,2.0,3.0,2.45,3.5,2.8,D
3,0,4.0,2.0,1.95,3.6,3.8,H
2,0,9.0,3.0,1.45,4.5,7.0,H
0,2,4.0,6.0,2.63,3.75,2.45,A
2,2,4.0,2.0,2.45,3.6,2.75,D
1,0,3.0,3.0,1.67,4.33,4.5,H
0,1,8.0,3.0,2.2,3.75,3.0,A
3,0,11.0,1.0,1.8,3.75,4.2,H
4,1,6.0,5.0,2.45,3.75,2.7,H
2,1,4.0,2.0,3.0,3.6,2.3,H
0,0,2.0,2.0,3.3,3.8,2.05,D
3,1,7.0,7.0,3.0,3.6,2.25,H
1,2,4.0,8.0,2.75,3.4,2.5,A
1,0,7.0,4.0,2.63,3.6,2.5,H
2,1,6.0,2.0,2.05,3.75,3.4,H
3,4,10.0,6.0,1.65,4.2,4.75,A
2,2,2.0,6.0,2.3,3.25,3.0,D
0,2,5.0,5.0,5.0,3.4,1.72,A
0,0,7.0,4.0,2.37,3.25,2.87,D
0,0,8.0,3.0,1.72,3.4,5.0,D
0,0,2.0,7.0,2.87,3.2,2.4,D
0,2,7.0,6.0,2.75,3.2,2.5,A
1,3,8.0,4.0,2.37,3.2,2.9,A
3,1,5.0,5.0,2.5,3.2,2.75,H
2,0,12.0,1.0,1.4,4.2,8.0,H
0,1,5.0,9.0,10.0,4.5,1.33,A
1,2,2.0,6.0,2.2,3.2,3.25,A
2,1,9.0,4.0,2.0,3.2,3.75,H
1,0,10.0,0.0,1.8,3.4,4.33,H
1,0,6.0,0.0,1.28,5.0,10.0,H
1,0,12.0,3.0,1.22,5.5,13.0,H
0,0,6.0,1.0,1.61,3.6,5.5,D
2,0,8.0,3.0,1.9,3.3,4.0,H
2,1,2.0,2.0,2.2,3.2,3.25,H
0,1,6.0,1.0,2.1,3.2,3.5,A
1,0,6.0,3.0,2.0,3.2,3.75,H
0,3,8.0,3.0,2.5,3.2,2.75,A
1,1,11.0,3.0,2.5,3.2,2.75,D
1,2,10.0,7.0,2.75,3.2,2.5,A
4,1,14.0,3.0,1.22,5.5,13.0,H
0,0,7.0,1.0,2.62,3.2,2.6,D
2,0,6.0,4.0,2.3,3.25,3.0,H
4,0,8.0,0.0,1.2,5.5,17.0,H
1,0,3.0,2.0,2.1,3.25,3.4,H
1,0,4.0,2.0,2.5,3.2,2.75,H
2,1,9.0,2.0,1.61,3.6,5.5,H
0,2,6.0,7.0,4.33,3.3,1.83,A
2,3,8.0,7.0,2.37,3.1,3.0,A
1,2,6.0,6.0,2.5,3.2,2.75,A
1,0,5.0,7.0,2.1,3.25,3.4,H
0,3,6.0,8.0,1.83,3.3,4.33,A
0,2,4.0,5.0,5.0,3.6,1.66,A
0,1,5.0,4.0,2.37,3.25,2.87,A
2,0,6.0,2.0,1.12,7.5,19.0,H
0,1,6.0,8.0,1.72,3.3,5.0,A
1,1,2.0,3.0,1.4,3.75,10.0,D
2,1,5.0,8.0,5.0,3.3,1.72,H
1,1,10.0,8.0,1.61,3.4,6.0,D
0,0,7.0,6.0,2.5,3.2,2.75,D
1,2,5.0,4.0,2.0,3.2,3.75,A
0,0,6.0,3.0,2.0,3.2,3.75,D
4,0,9.0,8.0,2.5,3.2,2.75,H
1,1,6.0,7.0,2.6,3.25,2.6,D
0,2,4.0,11.0,6.0,3.6,1.57,A
1,2,6.0,3.0,2.2,3.1,3.3,A
1,1,9.0,2.0,2.3,3.25,3.0,D
1,1,6.0,6.0,2.37,3.2,2.9,D
0,3,10.0,3.0,2.4,3.25,2.8,A
0,0,3.0,1.0,2.7,3.1,2.6,D
0,1,8.0,1.0,2.1,3.25,3.4,A
1,1,4.0,3.0,2.7,3.1,2.6,D
2,0,4.0,2.0,1.4,4.0,9.0,H
2,2,4.0,6.0,3.4,3.25,2.1,D
1,0,2.0,4.0,1.72,3.4,5.0,H
2,1,6.0,2.0,1.22,5.5,13.0,H
0,1,7.0,3.0,1.9,3.25,4.0,A
1,2,8.0,10.0,1.3,4.33,13.0,A
1,0,6.0,4.0,2.1,3.25,3.4,H
1,2,10.0,4.0,2.75,3.2,2.5,A
0,0,0.0,2.0,5.0,3.4,1.72,D
0,2,11.0,2.0,1.57,3.5,6.5,A
1,0,4.0,5.0,1.61,3.4,6.0,H
2,0,11.0,3.0,1.8,3.3,4.5,H
2,3,4.0,7.0,2.5,3.2,2.75,A
2,3,6.0,7.0,5.0,3.6,1.66,A
0,0,6.0,3.0,2.8,3.25,2.4,D
1,1,8.0,3.0,2.5,3.2,2.75,D
1,0,13.0,2.0,1.33,4.5,9.5,H
2,3,6.0,10.0,2.1,3.25,3.4,A
1,4,5.0,5.0,3.25,3.0,2.3,A
2,0,5.0,4.0,1.83,3.3,4.33,H
2,1,9.0,4.0,2.6,3.2,2.62,H
5,1,8.0,2.0,1.28,4.5,13.0,H
1,0,5.0,1.0,1.61,3.4,6.0,H
1,1,7.0,4.0,1.72,3.3,4.5,D
1,3,6.0,9.0,7.5,3.6,1.5,A
2,0,5.0,4.0,1.61,3.4,6.0,H
2,1,4.0,10.0,6.0,3.4,1.61,H
1,0,6.0,7.0,2.6,3.25,2.6,H
0,1,5.0,1.0,2.37,3.1,3.0,A
2,1,17.0,3.0,1.9,3.25,4.0,H
1,1,3.0,1.0,1.83,3.25,4.5,D
1,0,2.0,4.0,1.5,3.75,7.0,H
0,2,5.0,6.0,2.0,3.2,3.75,A
2,0,5.0,2.0,2.0,3.2,3.75,H
2,0,3.0,6.0,3.5,3.2,2.1,H
1,1,9.0,7.0,1.61,3.4,6.0,D
1,2,6.0,7.0,2.6,3.25,2.6,A
2,0,12.0,1.0,1.72,3.4,5.0,H
1,1,4.0,12.0,9.0,4.33,1.36,D
3,2,9.0,5.0,1.66,3.4,5.5,H
2,1,8.0,9.0,2.37,3.25,2.87,H
0,1,8.0,6.0,2.3,3.25,3.0,A
0,1,4.0,7.0,2.1,3.2,3.5,A
4,2,10.0,4.0,1.22,5.5,13.0,H
2,0,9.0,2.0,1.57,3.5,6.5,H
4,1,4.0,8.0,4.5,3.3,1.8,H
1,4,2.0,5.0,2.25,3.2,3.1,A
1,1,3.0,7.0,2.8,3.1,2.5,D
1,0,6.0,1.0,2.1,3.2,3.5,H
0,3,4.0,8.0,3.0,3.25,2.3,A
3,1,5.0,5.0,1.83,3.25,4.5,H
3,1,9.0,1.0,1.2,6.0,13.0,H
0,2,2.0,6.0,3.2,3.25,2.2,A
4,1,3.0,9.0,2.3,3.1,3.1,H
2,1,5.0,2.0,2.5,3.2,2.75,H
1,0,5.0,3.0,1.61,3.4,6.0,H
0,2,4.0,5.0,2.3,3.25,3.0,A
1,0,6.0,6.0,1.83,3.3,4.33,H
1,0,8.0,9.0,2.5,3.2,2.75,H
1,0,5.0,11.0,3.25,3.2,2.2,H
1,0,8.0,7.0,2.4,3.25,2.62,H
1,3,11.0,7.0,4.0,3.25,1.9,A
3,0,4.0,2.0,1.33,4.5,9.5,H
3,0,11.0,5.0,1.4,4.0,9.0,H
